9443 321 481
176 396 0 0
175 396 0 0
174 396 0 0
173 396 0 0
172 396 0 0
171 396 0 0
119 396 0 1
118 396 0 1
117 396 0 1
116 396 0 1
115 396 0 1
114 396 0 1
113 396 0 1
112 396 0 1
111 396 0 1
39 396 0 0
38 396 0 0
37 396 0 0
36 396 0 0
35 396 0 0
34 396 0 0
33 396 0 0
32 396 0 0
31 396 0 0
181 395 0 0
180 395 0 0
179 395 0 0
178 395 0 0
177 395 0 0
176 395 0 0
175 395 0 0
174 395 0 0
173 395 0 0
172 395 0 0
171 395 0 0
120 395 0 1
119 395 0 1
118 395 0 1
117 395 0 1
116 395 0 1
115 395 0 1
114 395 0 1
113 395 0 1
112 395 0 1
111 395 0 1
110 395 0 1
40 395 0 0
39 395 0 0
38 395 0 0
37 395 0 0
36 395 0 0
35 395 0 0
34 395 0 0
33 395 0 0
32 395 0 0
31 395 0 0
30 395 0 0
181 394 0 0
180 394 0 0
179 394 0 0
178 394 0 0
177 394 0 0
176 394 0 0
175 394 0 0
174 394 0 0
173 394 0 0
172 394 0 0
171 394 0 0
120 394 0 1
119 394 0 1
118 394 0 1
117 394 0 1
116 394 0 1
115 394 0 1
114 394 0 1
113 394 0 1
112 394 0 1
111 394 0 1
110 394 0 1
39 394 0 0
38 394 0 0
37 394 0 0
36 394 0 0
35 394 0 0
34 394 0 0
33 394 0 0
32 394 0 0
31 394 0 0
180 393 0 0
179 393 0 0
178 393 0 0
177 393 0 0
176 393 0 0
175 393 0 0
174 393 0 0
173 393 0 0
172 393 0 0
119 393 0 1
118 393 0 1
117 393 0 1
116 393 0 1
115 393 0 1
114 393 0 1
113 393 0 1
112 393 0 1
111 393 0 1
40 393 0 0
39 393 0 0
38 393 0 0
37 393 0 0
36 393 0 0
35 393 0 0
34 393 0 0
33 393 0 0
32 393 0 0
31 393 0 0
180 392 0 0
179 392 0 0
178 392 0 0
177 392 0 0
176 392 0 0
175 392 0 0
174 392 0 0
173 392 0 0
172 392 0 0
120 392 0 1
119 392 0 1
118 392 0 1
117 392 0 1
116 392 0 1
115 392 0 1
114 392 0 1
113 392 0 1
112 392 0 1
111 392 0 1
110 392 0 1
41 392 0 0
40 392 0 0
39 392 0 0
38 392 0 0
37 392 0 0
36 392 0 0
35 392 0 0
34 392 0 0
33 392 0 0
32 392 0 0
31 392 0 0
181 391 0 0
180 391 0 0
179 391 0 0
178 391 0 0
177 391 0 0
176 391 0 0
175 391 0 0
174 391 0 0
173 391 0 0
172 391 0 0
171 391 0 0
119 391 0 1
118 391 0 1
117 391 0 1
116 391 0 1
115 391 0 1
114 391 0 1
113 391 0 1
112 391 0 1
111 391 0 1
41 391 0 0
40 391 0 0
39 391 0 0
38 391 0 0
37 391 0 0
36 391 0 0
35 391 0 0
34 391 0 0
33 391 0 0
32 391 0 0
180 390 0 0
179 390 0 0
178 390 0 0
177 390 0 0
176 390 0 0
175 390 0 0
174 390 0 0
173 390 0 0
172 390 0 0
171 390 0 0
120 390 0 1
119 390 0 1
118 390 0 1
117 390 0 1
116 390 0 1
115 390 0 1
114 390 0 1
113 390 0 1
112 390 0 1
111 390 0 1
110 390 0 1
41 390 0 0
40 390 0 0
39 390 0 0
38 390 0 0
37 390 0 0
36 390 0 0
35 390 0 0
34 390 0 0
33 390 0 0
181 389 0 0
180 389 0 0
179 389 0 0
178 389 0 0
177 389 0 0
176 389 0 0
175 389 0 0
174 389 0 0
173 389 0 0
172 389 0 0
171 389 0 0
120 389 0 1
119 389 0 1
118 389 0 1
117 389 0 1
116 389 0 1
115 389 0 1
114 389 0 1
113 389 0 1
112 389 0 1
111 389 0 1
110 389 0 1
42 389 0 0
41 389 0 0
40 389 0 0
39 389 0 0
38 389 0 0
37 389 0 0
36 389 0 0
35 389 0 0
34 389 0 0
33 389 0 0
32 389 0 0
180 388 0 0
179 388 0 0
178 388 0 0
177 388 0 0
176 388 0 0
175 388 0 0
174 388 0 0
173 388 0 0
172 388 0 0
171 388 0 0
119 388 0 1
118 388 0 1
117 388 0 1
116 388 0 1
115 388 0 1
114 388 0 1
113 388 0 1
112 388 0 1
111 388 0 1
41 388 0 0
40 388 0 0
39 388 0 0
38 388 0 0
37 388 0 0
36 388 0 0
35 388 0 0
34 388 0 0
33 388 0 0
180 387 0 0
179 387 0 0
178 387 0 0
177 387 0 0
176 387 0 0
175 387 0 0
174 387 0 0
173 387 0 0
172 387 0 0
171 387 0 0
170 387 0 0
120 387 0 1
119 387 0 1
118 387 0 1
117 387 0 1
116 387 0 1
115 387 0 1
114 387 0 1
113 387 0 1
112 387 0 1
111 387 0 1
110 387 0 1
41 387 0 0
40 387 0 0
39 387 0 0
38 387 0 0
37 387 0 0
36 387 0 0
35 387 0 0
34 387 0 0
33 387 0 0
180 386 0 0
179 386 0 0
178 386 0 0
177 386 0 0
176 386 0 0
175 386 0 0
174 386 0 0
173 386 0 0
172 386 0 0
171 386 0 0
119 386 0 1
118 386 0 1
117 386 0 1
116 386 0 1
115 386 0 1
114 386 0 1
113 386 0 1
112 386 0 1
111 386 0 1
41 386 0 0
40 386 0 0
39 386 0 0
38 386 0 0
37 386 0 0
36 386 0 0
35 386 0 0
34 386 0 0
33 386 0 0
180 385 0 0
179 385 0 0
178 385 0 0
177 385 0 0
176 385 0 0
175 385 0 0
174 385 0 0
173 385 0 0
172 385 0 0
171 385 0 0
170 385 0 0
120 385 0 1
119 385 0 1
118 385 0 1
117 385 0 1
116 385 0 1
115 385 0 1
114 385 0 1
113 385 0 1
112 385 0 1
111 385 0 1
110 385 0 1
41 385 0 0
40 385 0 0
39 385 0 0
38 385 0 0
37 385 0 0
36 385 0 0
35 385 0 0
34 385 0 0
33 385 0 0
179 384 0 0
178 384 0 0
177 384 0 0
176 384 0 0
175 384 0 0
174 384 0 0
173 384 0 0
172 384 0 0
171 384 0 0
170 384 0 0
120 384 0 1
119 384 0 1
118 384 0 1
117 384 0 1
116 384 0 1
115 384 0 1
114 384 0 1
113 384 0 1
112 384 0 1
111 384 0 1
110 384 0 1
42 384 0 0
41 384 0 0
40 384 0 0
39 384 0 0
38 384 0 0
37 384 0 0
36 384 0 0
35 384 0 0
34 384 0 0
33 384 0 0
32 384 0 0
179 383 0 0
178 383 0 0
177 383 0 0
176 383 0 0
175 383 0 0
174 383 0 0
173 383 0 0
172 383 0 0
171 383 0 0
170 383 0 0
120 383 0 1
119 383 0 1
118 383 0 1
117 383 0 1
116 383 0 1
115 383 0 1
114 383 0 1
113 383 0 1
112 383 0 1
111 383 0 1
110 383 0 1
41 383 0 0
40 383 0 0
39 383 0 0
38 383 0 0
37 383 0 0
36 383 0 0
35 383 0 0
34 383 0 0
33 383 0 0
179 382 0 0
178 382 0 0
177 382 0 0
176 382 0 0
175 382 0 0
174 382 0 0
173 382 0 0
172 382 0 0
171 382 0 0
170 382 0 0
120 382 0 1
119 382 0 1
118 382 0 1
117 382 0 1
116 382 0 1
115 382 0 1
114 382 0 1
113 382 0 1
112 382 0 1
111 382 0 1
110 382 0 1
41 382 0 0
40 382 0 0
39 382 0 0
38 382 0 0
37 382 0 0
36 382 0 0
35 382 0 0
34 382 0 0
33 382 0 0
179 381 0 0
178 381 0 0
177 381 0 0
176 381 0 0
175 381 0 0
174 381 0 0
173 381 0 0
172 381 0 0
171 381 0 0
170 381 0 0
169 381 0 0
120 381 0 1
119 381 0 1
118 381 0 1
117 381 0 1
116 381 0 1
115 381 0 1
114 381 0 1
113 381 0 1
112 381 0 1
111 381 0 1
110 381 0 1
41 381 0 0
40 381 0 0
39 381 0 0
38 381 0 0
37 381 0 0
36 381 0 0
35 381 0 0
34 381 0 0
33 381 0 0
178 380 0 0
177 380 0 0
176 380 0 0
175 380 0 0
174 380 0 0
173 380 0 0
172 380 0 0
171 380 0 0
170 380 0 0
120 380 0 1
119 380 0 1
118 380 0 1
117 380 0 1
116 380 0 1
115 380 0 1
114 380 0 1
113 380 0 1
112 380 0 1
111 380 0 1
41 380 0 0
40 380 0 0
39 380 0 0
38 380 0 0
37 380 0 0
36 380 0 0
35 380 0 0
34 380 0 0
33 380 0 0
178 379 0 0
177 379 0 0
176 379 0 0
175 379 0 0
174 379 0 0
173 379 0 0
172 379 0 0
171 379 0 0
170 379 0 0
120 379 0 1
119 379 0 1
118 379 0 1
117 379 0 1
116 379 0 1
115 379 0 1
114 379 0 1
113 379 0 1
112 379 0 1
111 379 0 1
110 379 0 1
41 379 0 0
40 379 0 0
39 379 0 0
38 379 0 0
37 379 0 0
36 379 0 0
35 379 0 0
34 379 0 0
33 379 0 0
178 378 0 0
177 378 0 0
176 378 0 0
175 378 0 0
174 378 0 0
173 378 0 0
172 378 0 0
171 378 0 0
170 378 0 0
120 378 0 1
119 378 0 1
118 378 0 1
117 378 0 1
116 378 0 1
115 378 0 1
114 378 0 1
113 378 0 1
112 378 0 1
111 378 0 1
42 378 0 0
41 378 0 0
40 378 0 0
39 378 0 0
38 378 0 0
37 378 0 0
36 378 0 0
35 378 0 0
34 378 0 0
33 378 0 0
32 378 0 0
179 377 0 0
178 377 0 0
177 377 0 0
176 377 0 0
175 377 0 0
174 377 0 0
173 377 0 0
172 377 0 0
171 377 0 0
170 377 0 0
169 377 0 0
121 377 0 1
120 377 0 1
119 377 0 1
118 377 0 1
117 377 0 1
116 377 0 1
115 377 0 1
114 377 0 1
113 377 0 1
112 377 0 1
111 377 0 1
41 377 0 0
40 377 0 0
39 377 0 0
38 377 0 0
37 377 0 0
36 377 0 0
35 377 0 0
34 377 0 0
33 377 0 0
178 376 0 0
177 376 0 0
176 376 0 0
175 376 0 0
174 376 0 0
173 376 0 0
172 376 0 0
171 376 0 0
170 376 0 0
121 376 0 1
120 376 0 1
119 376 0 1
118 376 0 1
117 376 0 1
116 376 0 1
115 376 0 1
114 376 0 1
113 376 0 1
112 376 0 1
111 376 0 1
41 376 0 0
40 376 0 0
39 376 0 0
38 376 0 0
37 376 0 0
36 376 0 0
35 376 0 0
34 376 0 0
33 376 0 0
178 375 0 0
177 375 0 0
176 375 0 0
175 375 0 0
174 375 0 0
173 375 0 0
172 375 0 0
171 375 0 0
170 375 0 0
121 375 0 1
120 375 0 1
119 375 0 1
118 375 0 1
117 375 0 1
116 375 0 1
115 375 0 1
114 375 0 1
113 375 0 1
112 375 0 1
41 375 0 0
40 375 0 0
39 375 0 0
38 375 0 0
37 375 0 0
36 375 0 0
35 375 0 0
34 375 0 0
33 375 0 0
178 374 0 0
177 374 0 0
176 374 0 0
175 374 0 0
174 374 0 0
173 374 0 0
172 374 0 0
171 374 0 0
170 374 0 0
122 374 0 1
121 374 0 1
120 374 0 1
119 374 0 1
118 374 0 1
117 374 0 1
116 374 0 1
115 374 0 1
114 374 0 1
113 374 0 1
112 374 0 1
42 374 0 0
41 374 0 0
40 374 0 0
39 374 0 0
38 374 0 0
37 374 0 0
36 374 0 0
35 374 0 0
34 374 0 0
33 374 0 0
32 374 0 0
178 373 0 0
177 373 0 0
176 373 0 0
175 373 0 0
174 373 0 0
173 373 0 0
172 373 0 0
171 373 0 0
170 373 0 0
121 373 0 1
120 373 0 1
119 373 0 1
118 373 0 1
117 373 0 1
116 373 0 1
115 373 0 1
114 373 0 1
113 373 0 1
112 373 0 1
42 373 0 0
41 373 0 0
40 373 0 0
39 373 0 0
38 373 0 0
37 373 0 0
36 373 0 0
35 373 0 0
34 373 0 0
33 373 0 0
179 372 0 0
178 372 0 0
177 372 0 0
176 372 0 0
175 372 0 0
174 372 0 0
173 372 0 0
172 372 0 0
171 372 0 0
170 372 0 0
169 372 0 0
122 372 0 1
121 372 0 1
120 372 0 1
119 372 0 1
118 372 0 1
117 372 0 1
116 372 0 1
115 372 0 1
114 372 0 1
113 372 0 1
112 372 0 1
42 372 0 0
41 372 0 0
40 372 0 0
39 372 0 0
38 372 0 0
37 372 0 0
36 372 0 0
35 372 0 0
34 372 0 0
33 372 0 0
178 371 0 0
177 371 0 0
176 371 0 0
175 371 0 0
174 371 0 0
173 371 0 0
172 371 0 0
171 371 0 0
170 371 0 0
122 371 0 1
121 371 0 1
120 371 0 1
119 371 0 1
118 371 0 1
117 371 0 1
116 371 0 1
115 371 0 1
114 371 0 1
113 371 0 1
112 371 0 1
42 371 0 0
41 371 0 0
40 371 0 0
39 371 0 0
38 371 0 0
37 371 0 0
36 371 0 0
35 371 0 0
34 371 0 0
33 371 0 0
178 370 0 0
177 370 0 0
176 370 0 0
175 370 0 0
174 370 0 0
173 370 0 0
172 370 0 0
171 370 0 0
170 370 0 0
122 370 0 1
121 370 0 1
120 370 0 1
119 370 0 1
118 370 0 1
117 370 0 1
116 370 0 1
115 370 0 1
114 370 0 1
113 370 0 1
43 370 0 0
42 370 0 0
41 370 0 0
40 370 0 0
39 370 0 0
38 370 0 0
37 370 0 0
36 370 0 0
35 370 0 0
34 370 0 0
33 370 0 0
178 369 0 0
177 369 0 0
176 369 0 0
175 369 0 0
174 369 0 0
173 369 0 0
172 369 0 0
171 369 0 0
170 369 0 0
122 369 0 1
121 369 0 1
120 369 0 1
119 369 0 1
118 369 0 1
117 369 0 1
116 369 0 1
115 369 0 1
114 369 0 1
113 369 0 1
42 369 0 0
41 369 0 0
40 369 0 0
39 369 0 0
38 369 0 0
37 369 0 0
36 369 0 0
35 369 0 0
34 369 0 0
179 368 0 0
178 368 0 0
177 368 0 0
176 368 0 0
175 368 0 0
174 368 0 0
173 368 0 0
172 368 0 0
171 368 0 0
170 368 0 0
169 368 0 0
123 368 0 1
122 368 0 1
121 368 0 1
120 368 0 1
119 368 0 1
118 368 0 1
117 368 0 1
116 368 0 1
115 368 0 1
114 368 0 1
113 368 0 1
42 368 0 0
41 368 0 0
40 368 0 0
39 368 0 0
38 368 0 0
37 368 0 0
36 368 0 0
35 368 0 0
34 368 0 0
178 367 0 0
177 367 0 0
176 367 0 0
175 367 0 0
174 367 0 0
173 367 0 0
172 367 0 0
171 367 0 0
170 367 0 0
122 367 0 1
121 367 0 1
120 367 0 1
119 367 0 1
118 367 0 1
117 367 0 1
116 367 0 1
115 367 0 1
114 367 0 1
42 367 0 0
41 367 0 0
40 367 0 0
39 367 0 0
38 367 0 0
37 367 0 0
36 367 0 0
35 367 0 0
34 367 0 0
178 366 0 0
177 366 0 0
176 366 0 0
175 366 0 0
174 366 0 0
173 366 0 0
172 366 0 0
171 366 0 0
170 366 0 0
122 366 0 1
121 366 0 1
120 366 0 1
119 366 0 1
118 366 0 1
117 366 0 1
116 366 0 1
115 366 0 1
114 366 0 1
43 366 0 0
42 366 0 0
41 366 0 0
40 366 0 0
39 366 0 0
38 366 0 0
37 366 0 0
36 366 0 0
35 366 0 0
34 366 0 0
33 366 0 0
178 365 0 0
177 365 0 0
176 365 0 0
175 365 0 0
174 365 0 0
173 365 0 0
172 365 0 0
171 365 0 0
170 365 0 0
123 365 0 1
122 365 0 1
121 365 0 1
120 365 0 1
119 365 0 1
118 365 0 1
117 365 0 1
116 365 0 1
115 365 0 1
114 365 0 1
113 365 0 1
42 365 0 0
41 365 0 0
40 365 0 0
39 365 0 0
38 365 0 0
37 365 0 0
36 365 0 0
35 365 0 0
34 365 0 0
178 364 0 0
177 364 0 0
176 364 0 0
175 364 0 0
174 364 0 0
173 364 0 0
172 364 0 0
171 364 0 0
170 364 0 0
122 364 0 1
121 364 0 1
120 364 0 1
119 364 0 1
118 364 0 1
117 364 0 1
116 364 0 1
115 364 0 1
114 364 0 1
42 364 0 0
41 364 0 0
40 364 0 0
39 364 0 0
38 364 0 0
37 364 0 0
36 364 0 0
35 364 0 0
34 364 0 0
179 363 0 0
178 363 0 0
177 363 0 0
176 363 0 0
175 363 0 0
174 363 0 0
173 363 0 0
172 363 0 0
171 363 0 0
170 363 0 0
169 363 0 0
123 363 0 1
122 363 0 1
121 363 0 1
120 363 0 1
119 363 0 1
118 363 0 1
117 363 0 1
116 363 0 1
115 363 0 1
114 363 0 1
113 363 0 1
42 363 0 0
41 363 0 0
40 363 0 0
39 363 0 0
38 363 0 0
37 363 0 0
36 363 0 0
35 363 0 0
34 363 0 0
178 362 0 0
177 362 0 0
176 362 0 0
175 362 0 0
174 362 0 0
173 362 0 0
172 362 0 0
171 362 0 0
170 362 0 0
123 362 0 1
122 362 0 1
121 362 0 1
120 362 0 1
119 362 0 1
118 362 0 1
117 362 0 1
116 362 0 1
115 362 0 1
114 362 0 1
42 362 0 0
41 362 0 0
40 362 0 0
39 362 0 0
38 362 0 0
37 362 0 0
36 362 0 0
35 362 0 0
34 362 0 0
178 361 0 0
177 361 0 0
176 361 0 0
175 361 0 0
174 361 0 0
173 361 0 0
172 361 0 0
171 361 0 0
170 361 0 0
123 361 0 1
122 361 0 1
121 361 0 1
120 361 0 1
119 361 0 1
118 361 0 1
117 361 0 1
116 361 0 1
115 361 0 1
114 361 0 1
42 361 0 0
41 361 0 0
40 361 0 0
39 361 0 0
38 361 0 0
37 361 0 0
36 361 0 0
35 361 0 0
34 361 0 0
178 360 0 0
177 360 0 0
176 360 0 0
175 360 0 0
174 360 0 0
173 360 0 0
172 360 0 0
171 360 0 0
170 360 0 0
124 360 0 1
123 360 0 1
122 360 0 1
121 360 0 1
120 360 0 1
119 360 0 1
118 360 0 1
117 360 0 1
116 360 0 1
115 360 0 1
114 360 0 1
43 360 0 0
42 360 0 0
41 360 0 0
40 360 0 0
39 360 0 0
38 360 0 0
37 360 0 0
36 360 0 0
35 360 0 0
34 360 0 0
33 360 0 0
178 359 0 0
177 359 0 0
176 359 0 0
175 359 0 0
174 359 0 0
173 359 0 0
172 359 0 0
171 359 0 0
170 359 0 0
124 359 0 1
123 359 0 1
122 359 0 1
121 359 0 1
120 359 0 1
119 359 0 1
118 359 0 1
117 359 0 1
116 359 0 1
115 359 0 1
42 359 0 0
41 359 0 0
40 359 0 0
39 359 0 0
38 359 0 0
37 359 0 0
36 359 0 0
35 359 0 0
34 359 0 0
179 358 0 0
178 358 0 0
177 358 0 0
176 358 0 0
175 358 0 0
174 358 0 0
173 358 0 0
172 358 0 0
171 358 0 0
170 358 0 0
169 358 0 0
124 358 0 1
123 358 0 1
122 358 0 1
121 358 0 1
120 358 0 1
119 358 0 1
118 358 0 1
117 358 0 1
116 358 0 1
115 358 0 1
114 358 0 1
43 358 0 0
42 358 0 0
41 358 0 0
40 358 0 0
39 358 0 0
38 358 0 0
37 358 0 0
36 358 0 0
35 358 0 0
34 358 0 0
178 357 0 0
177 357 0 0
176 357 0 0
175 357 0 0
174 357 0 0
173 357 0 0
172 357 0 0
171 357 0 0
170 357 0 0
124 357 0 1
123 357 0 1
122 357 0 1
121 357 0 1
120 357 0 1
119 357 0 1
118 357 0 1
117 357 0 1
116 357 0 1
115 357 0 1
44 357 0 0
43 357 0 0
42 357 0 0
41 357 0 0
40 357 0 0
39 357 0 0
38 357 0 0
37 357 0 0
36 357 0 0
35 357 0 0
34 357 0 0
178 356 0 0
177 356 0 0
176 356 0 0
175 356 0 0
174 356 0 0
173 356 0 0
172 356 0 0
171 356 0 0
170 356 0 0
125 356 0 1
124 356 0 1
123 356 0 1
122 356 0 1
121 356 0 1
120 356 0 1
119 356 0 1
118 356 0 1
117 356 0 1
116 356 0 1
115 356 0 1
44 356 0 0
43 356 0 0
42 356 0 0
41 356 0 0
40 356 0 0
39 356 0 0
38 356 0 0
37 356 0 0
36 356 0 0
35 356 0 0
178 355 0 0
177 355 0 0
176 355 0 0
175 355 0 0
174 355 0 0
173 355 0 0
172 355 0 0
171 355 0 0
170 355 0 0
125 355 0 1
124 355 0 1
123 355 0 1
122 355 0 1
121 355 0 1
120 355 0 1
119 355 0 1
118 355 0 1
117 355 0 1
116 355 0 1
115 355 0 1
44 355 0 0
43 355 0 0
42 355 0 0
41 355 0 0
40 355 0 0
39 355 0 0
38 355 0 0
37 355 0 0
36 355 0 0
178 354 0 0
177 354 0 0
176 354 0 0
175 354 0 0
174 354 0 0
173 354 0 0
172 354 0 0
171 354 0 0
170 354 0 0
125 354 0 1
124 354 0 1
123 354 0 1
122 354 0 1
121 354 0 1
120 354 0 1
119 354 0 1
118 354 0 1
117 354 0 1
116 354 0 1
45 354 0 0
44 354 0 0
43 354 0 0
42 354 0 0
41 354 0 0
40 354 0 0
39 354 0 0
38 354 0 0
37 354 0 0
36 354 0 0
35 354 0 0
178 353 0 0
177 353 0 0
176 353 0 0
175 353 0 0
174 353 0 0
173 353 0 0
172 353 0 0
171 353 0 0
170 353 0 0
126 353 0 1
125 353 0 1
124 353 0 1
123 353 0 1
122 353 0 1
121 353 0 1
120 353 0 1
119 353 0 1
118 353 0 1
117 353 0 1
116 353 0 1
44 353 0 0
43 353 0 0
42 353 0 0
41 353 0 0
40 353 0 0
39 353 0 0
38 353 0 0
